posting_id,title,company,location,salary_raw,date_posted_raw,remote,seniority
93,Analytics Consultant,BrightPath Retail,Glasgow,Competitive salary,04/10/2025,,
32,Data Engineer,Redbridge Telecom,Sheffield,,03 Dec 2025,yes,Graduate
645,Analytics Consultant,Redbridge Telecom,Leeds,"£31,500",21 Dec 2025,N/A,Junior
1312,Data Scientist II,Solstice Energy,Leeds,Competitive salary,30/06/2025,yes,Graduate
1590,Insights Analyst,Grove & Co,Work from home,Competitive salary,01/07/2025,No,Mid
424,Business Intelligence Analyst,Orchard Media,Work from home,£40k-£55k,27/08/2025,N/A,
1015,Data Engineer,Orchard Media,London,£63k-£83k,17 Jun 2025,N/A,Senior
417,Data Scientist II,Alderly Bank,manchester,£32k-£42k,04 Feb 2026,yes,Graduate
1463,Data Analyst,Alderly Bank,Birmingham,"£47,500",13/05/2026,N/A,
150,Data Scientist,Grove & Co,manchester,,07/11/2025,,
656,Data Analyst,Vantage Health,Glasgow,"£31,500",27/09/2025,yes,Junior
1460,Machine Learning Engineer,Northwind Analytics,Sheffield,"£85,000",12/12/2025,Yes,Senior
454,Data Analyst,Orchard Media,WFH,,14/02/2026,N/A,Senior
381,Data Scientist,Vantage Health,"London, UK",Competitive salary,2025-04-30,Yes,Graduate
937,Business Intelligence Analyst,Alderly Bank,Birmingham,"£31,500",03/05/2026,N/A,Junior
1491,Insights Analyst,BrightPath Retail,Birmingham,£40k-£55k,2026-04-13,,
440,Data Engineer,Kestrel Logistics,Edinburgh,,15 Sep 2025,Hybrid,Mid
92,Business Intelligence Analyst,Alderly Bank,Manchester,Competitive salary,19 Jan 2026,Hybrid,Mid
1560,Analytics Consultant,Grove & Co,"Manchester, UK","£75,000 - £95,000",05/02/2026,,Senior
1395,Data Scientist II,Ashford Digital,manchester,,2026-01-30,,Mid
760,Data Science Intern,Vantage Health,Sheffield,"£28,000 - £35,000",21 Sep 2025,Hybrid,Junior
1552,Data Scientist II,Fenwick Insurance,Sheffield,Competitive salary,2025-04-11,No,
366,Insights Analyst,BrightPath Retail,Liverpool,Competitive salary,2025-10-18,,
1074,Data Scientist,Redbridge Telecom,Edinburgh,"£31,500",11 Mar 2026,yes,Graduate
1042,Machine Learning Engineer,Alderly Bank,Glasgow,"£40,000 - £55,000",07 Jan 2025,N/A,Mid
1513,Analytics Consultant,Fenwick Insurance,Liverpool,£32k-£42k,20/04/2025,yes,Mid
889,Data Analyst,Northwind Analytics,Leeds,£55k-£75k,2025-11-29,,Mid
1402,Data Scientist II,Ashford Digital,Manchester,"£55,000 - £75,000",20/01/2025,,Mid
108,Data Scientist II,Redbridge Telecom,Edinburgh,Competitive salary,12/04/2026,Yes,
1102,Machine Learning Engineer,Orchard Media,Birmingham,,2025-10-31,Hybrid,Graduate
721,Analytics Consultant,Kestrel Logistics,Sheffield,"£55,000 - £75,000",15 Mar 2025,,Mid
1556,Data Scientist,Ashford Digital,Remote,"£40,000 - £55,000",15 Mar 2025,Yes,Mid
789,Data Analyst,Redbridge Telecom,Edinburgh,"£37,000",18 Nov 2025,,Graduate
621,Data Engineer,Marlowe Consulting,Liverpool,Competitive salary,2026-01-09,N/A,Graduate
97,Machine Learning Engineer,Grove & Co,Manchester,,28 May 2025,,Senior
58,Analytics Consultant,Solstice Energy,Bristol,£75k-£95k,21/05/2025,Yes,Senior
1095,Business Intelligence Analyst,Vantage Health,remote,"£55,000 - £75,000",29/04/2026,N/A,
99,Data Scientist,Grove & Co,Liverpool,£32k-£42k,23/09/2025,yes,
1514,Business Intelligence Analyst,Fenwick Insurance,Liverpool,Competitive salary,18 Apr 2025,N/A,Junior
643,Insights Analyst,Northwind Analytics,Liverpool,"£55,000 - £75,000",05 Jan 2026,Yes,
1313,Data Scientist II,Alderly Bank,manchester,"£55,000 - £75,000",2025-10-19,No,
356,Data Scientist,Solstice Energy,Sheffield,"£85,000",2026-01-31,yes,Senior
1112,Data Engineer,Marlowe Consulting,manchester,"£85,000",2025-05-16,Yes,Senior
1170,Data Analyst,Ashford Digital,Birmingham,"£37,000",28 Jan 2025,Yes,Junior
1532,Junior Data Scientist,Grove & Co,Edinburgh,,28 Sep 2025,N/A,Mid
1204,Insights Analyst,Alderly Bank,Edinburgh,,2026-04-24,,Junior
629,Junior Data Scientist,BrightPath Retail,Remote (UK),,04 May 2025,No,Graduate
183,Insights Analyst,Marlowe Consulting,Remote,"£85,000",2025-03-04,No,Senior
441,Junior Data Scientist,BrightPath Retail,LONDON,Competitive salary,02 Nov 2025,Hybrid,Senior
274,Machine Learning Engineer,Fenwick Insurance,Remote,£28k-£35k,09/01/2025,yes,Graduate
1081,Data Science Intern,Orchard Media,Birmingham,,2025-04-02,Yes,Junior
113,Machine Learning Engineer,Fenwick Insurance,remote,Competitive salary,2025-12-16,No,Mid
1432,Business Intelligence Analyst,Alderly Bank,Sheffield,£40k-£55k,2025-05-20,No,
1401,Data Scientist II,Marlowe Consulting,Manchester,,2025-03-07,No,
589,Machine Learning Engineer,Solstice Energy,Leeds,£40k-£55k,2025-05-09,,
1459,Analytics Consultant,Orchard Media,"London, UK","£63,000 - £83,000",21/03/2026,,Senior
627,Machine Learning Engineer,Grove & Co,Edinburgh,Competitive salary,2025-05-22,N/A,Senior
331,Business Intelligence Analyst,Grove & Co,WFH,"£32,000 - £42,000",26 Jul 2025,N/A,
1249,Business Intelligence Analyst,Northwind Analytics,Manchester,"£65,000",18 Jun 2025,yes,Senior
992,Machine Learning Engineer,Vantage Health,Remote,£55k-£75k,16 May 2025,Yes,Mid
1150,Business Intelligence Analyst,Northwind Analytics,Bristol,Competitive salary,2025-04-07,No,Mid
659,Data Scientist II,Ashford Digital,Glasgow,"£47,500",2025-04-10,Yes,Mid
214,Data Scientist,Alderly Bank,Glasgow,£55k-£75k,24 Jun 2025,No,
1007,Analytics Consultant,Alderly Bank,Sheffield,Competitive salary,02 Jan 2026,,Graduate
49,Data Engineer,Fenwick Insurance,Remote,"£75,000 - £95,000",04/01/2026,yes,Senior
1005,Data Scientist,Alderly Bank,Edinburgh,"£40,000 - £55,000",08 Mar 2025,,
169,Business Intelligence Analyst,Ashford Digital,Sheffield,Competitive salary,2025-12-06,Hybrid,Senior
773,Data Scientist,Fenwick Insurance,Sheffield,"£47,500",2025-04-05,yes,
892,Business Intelligence Analyst,Redbridge Telecom,Remote,"£55,000 - £75,000",19 Nov 2025,,Senior
812,Data Engineer,Orchard Media,Glasgow,,02/07/2025,N/A,Graduate
874,Insights Analyst,Alderly Bank,Leeds,"£75,000 - £95,000",2026-01-16,yes,Senior
1283,Business Intelligence Analyst,Vantage Health,Sheffield,"£65,000",16 Feb 2026,No,Mid
600,Data Engineer,Redbridge Telecom,Birmingham,,26 Dec 2025,,Junior
406,Data Science Intern,Marlowe Consulting,Glasgow,"£40,000 - £55,000",22 Jul 2025,Yes,
1564,Machine Learning Engineer,Marlowe Consulting,Sheffield,Competitive salary,05 Jul 2025,No,Graduate
1041,Data Science Intern,Solstice Energy,Bristol,Competitive salary,07/11/2025,Yes,Senior
278,Data Scientist,Northwind Analytics,remote,£32k-£42k,2025-01-05,yes,Mid
1598,Machine Learning Engineer,Ashford Digital,Liverpool,Competitive salary,2026-03-05,,
579,Business Intelligence Analyst,Alderly Bank,Glasgow,£32k-£42k,08/01/2025,No,Mid
412,Data Science Intern,Vantage Health,WFH,"£32,000 - £42,000",30/03/2025,,Graduate
1318,Machine Learning Engineer,Northwind Analytics,Birmingham,"£28,000 - £35,000",01/05/2025,Yes,Graduate
1119,Machine Learning Engineer,Ashford Digital,Leeds,"£40,000 - £55,000",10/03/2025,,Mid
1551,Junior Data Scientist,Redbridge Telecom,LONDON,"£73,000",07/03/2025,N/A,
808,Data Science Intern,Vantage Health,Glasgow,Competitive salary,28/07/2025,,
1069,Data Science Intern,Kestrel Logistics,Leeds,"£28,000 - £35,000",2025-02-27,Hybrid,Junior
1090,Junior Data Scientist,BrightPath Retail,Liverpool,"£28,000 - £35,000",17/09/2025,Hybrid,Junior
1439,Machine Learning Engineer,Vantage Health,Birmingham,"£28,000 - £35,000",13 Aug 2025,,Graduate
1178,Data Science Intern,Orchard Media,Birmingham,£75k-£95k,2025-05-19,Yes,Senior
638,Data Engineer,BrightPath Retail,Birmingham,"£37,000",20/03/2026,No,Graduate
1080,Junior Data Scientist,Kestrel Logistics,Leeds,Competitive salary,22 Feb 2025,No,Junior
657,Data Engineer,Ashford Digital,Leeds,,06 Jan 2026,yes,Junior
1342,Insights Analyst,Marlowe Consulting,Edinburgh,"£47,500",28/01/2026,Hybrid,
1359,Data Scientist,Ashford Digital,Birmingham,,2025-07-01,,Mid
187,Data Scientist II,Marlowe Consulting,Liverpool,"£55,000 - £75,000",22/11/2025,Hybrid,
1065,Analytics Consultant,BrightPath Retail,Glasgow,£40k-£55k,21 Jan 2026,N/A,Mid
203,Data Analyst,Grove & Co,Edinburgh,"£31,500",2026-03-12,N/A,Junior
1211,Junior Data Scientist,Marlowe Consulting,WFH,"£85,000",26 Dec 2025,Yes,Senior
1546,Business Intelligence Analyst,Fenwick Insurance,Sheffield,£55k-£75k,31 Mar 2025,No,Mid
1450,Data Scientist,Kestrel Logistics,Sheffield,"£47,500",24 Jun 2025,Yes,Mid
1351,Junior Data Scientist,Orchard Media,Manchester,Competitive salary,2026-01-11,yes,Mid
984,Insights Analyst,Kestrel Logistics,Liverpool,£40k-£55k,28 Jan 2025,Hybrid,Mid
121,Junior Data Scientist,BrightPath Retail,Bristol,£40k-£55k,09 Mar 2025,Hybrid,
734,Data Scientist,Alderly Bank,LONDON,Competitive salary,29 Mar 2025,Yes,Junior
86,Data Scientist,Alderly Bank,Birmingham,"£28,000 - £35,000",13/10/2025,yes,Junior
828,Data Science Intern,Kestrel Logistics,Glasgow,"£31,500",2025-05-16,Hybrid,Graduate
386,Junior Data Scientist,Fenwick Insurance,Birmingham,£28k-£35k,28 Oct 2025,No,Junior
1006,Analytics Consultant,Ashford Digital,manchester,£40k-£55k,08/06/2025,N/A,Mid
491,Data Science Intern,Grove & Co,"Manchester, UK",,03/01/2026,Yes,Mid
290,Data Science Intern,Fenwick Insurance,LONDON,£63k-£83k,02 Jul 2025,,
749,Analytics Consultant,Northwind Analytics,remote,£55k-£75k,18/07/2025,No,Mid
505,Machine Learning Engineer,Solstice Energy,Glasgow,,2025-10-10,No,Senior
693,Data Scientist,Ashford Digital,Liverpool,"£28,000 - £35,000",01/05/2025,N/A,Junior
135,Data Scientist II,BrightPath Retail,manchester,Competitive salary,2025-10-31,,
1136,Data Scientist,Alderly Bank,Leeds,Competitive salary,15/05/2026,Hybrid,Graduate
1370,Data Analyst,Solstice Energy,WFH,£55k-£75k,23 May 2025,N/A,Senior
239,Analytics Consultant,BrightPath Retail,Birmingham,,01/12/2025,,Graduate
918,Machine Learning Engineer,Kestrel Logistics,Sheffield,"£85,000",08 Dec 2025,yes,Senior
1225,Business Intelligence Analyst,Vantage Health,Birmingham,"£37,000",2026-04-13,,Junior
797,Analytics Consultant,Fenwick Insurance,Bristol,Competitive salary,25/09/2025,No,Mid
1123,Data Scientist,Orchard Media,Glasgow,"£75,000 - £95,000",25/01/2026,No,Senior
1349,Data Scientist,Alderly Bank,Edinburgh,Competitive salary,2025-01-14,yes,Senior
932,Data Scientist II,Grove & Co,"Manchester, UK",£28k-£35k,05 May 2026,yes,Graduate
691,Data Engineer,Kestrel Logistics,Edinburgh,,03/01/2026,Yes,Graduate
1256,Analytics Consultant,Redbridge Telecom,Liverpool,"£40,000 - £55,000",23/05/2025,No,
318,Data Analyst,Grove & Co,Birmingham,"£31,500",2025-03-01,Hybrid,Junior
1236,Data Analyst,Solstice Energy,Birmingham,Competitive salary,29/07/2025,yes,Graduate
396,Data Analyst,Fenwick Insurance,Birmingham,Competitive salary,2026-04-28,Hybrid,Mid
1020,Data Analyst,Orchard Media,Bristol,"£28,000 - £35,000",31/01/2026,No,Junior
205,Machine Learning Engineer,Marlowe Consulting,Sheffield,Competitive salary,2026-03-29,Yes,
343,Data Analyst,BrightPath Retail,Birmingham,"£37,000",09/05/2026,Hybrid,Graduate
1062,Insights Analyst,Solstice Energy,Remote (UK),,26/04/2026,N/A,Junior
1209,Analytics Consultant,Grove & Co,Glasgow,"£47,500",01 Mar 2026,,
370,Business Intelligence Analyst,BrightPath Retail,Manchester,£55k-£75k,04/03/2026,No,Senior
1691,,,,,,,
715,Junior Data Scientist,Fenwick Insurance,Liverpool,"£28,000 - £35,000",2025-07-30,yes,Junior
221,Machine Learning Engineer,Orchard Media,Edinburgh,Competitive salary,2025-10-15,Hybrid,
597,Data Analyst,Northwind Analytics,Leeds,"£32,000 - £42,000",04 Jul 2025,N/A,Junior
639,Data Science Intern,Orchard Media,Greater London,,10 Nov 2025,yes,
247,Business Intelligence Analyst,Fenwick Insurance,Bristol,£75k-£95k,01 Feb 2025,Yes,Senior
296,Data Scientist II,Kestrel Logistics,Sheffield,£40k-£55k,18/05/2025,Hybrid,
1101,Data Scientist II,Fenwick Insurance,Sheffield,Competitive salary,2025-02-20,No,Graduate
80,Machine Learning Engineer,Ashford Digital,Glasgow,£75k-£95k,03 Mar 2025,No,Senior
1275,Data Scientist II,Solstice Energy,Liverpool,"£85,000",20 Jul 2025,,Senior
63,Analytics Consultant,Northwind Analytics,Work from home,,2026-04-16,yes,
912,Data Scientist II,Vantage Health,Edinburgh,Competitive salary,2025-11-09,N/A,Junior
305,Data Scientist II,Marlowe Consulting,Remote (UK),Competitive salary,01 Nov 2025,Yes,Junior
1040,Data Science Intern,Orchard Media,manchester,Competitive salary,2026-01-08,Hybrid,Graduate
364,Data Science Intern,Ashford Digital,Bristol,,2025-09-09,No,Mid
1582,Data Science Intern,Grove & Co,london,"£36,000 - £43,000",19/11/2025,Yes,Graduate
1447,Data Scientist II,Grove & Co,remote,,2025-12-28,Yes,
903,Junior Data Scientist,Ashford Digital,Liverpool,,2026-05-08,Yes,Junior
363,Junior Data Scientist,Northwind Analytics,Remote,"£40,000 - £55,000",02/05/2026,Yes,Mid
1176,Data Engineer,Orchard Media,Birmingham,£32k-£42k,2026-01-16,,Junior
767,Junior Data Scientist,Solstice Energy,Birmingham,"£31,500",02 Aug 2025,yes,Graduate
1229,Data Scientist II,Northwind Analytics,Birmingham,Competitive salary,16 Jan 2025,Yes,Junior
317,Insights Analyst,BrightPath Retail,Edinburgh,"£47,500",16 Apr 2026,yes,
1400,Data Scientist II,Solstice Energy,Liverpool,"£85,000",25 Aug 2025,,Senior
199,Insights Analyst,Alderly Bank,Glasgow,"£75,000 - £95,000",2025-10-21,yes,Senior
708,Analytics Consultant,Alderly Bank,Liverpool,£55k-£75k,2025-11-01,,Senior
448,Data Engineer,Vantage Health,Liverpool,"£85,000",2025-03-24,yes,Senior
1097,Data Scientist II,Redbridge Telecom,Birmingham,,2025-07-14,yes,Mid
373,Data Scientist,Northwind Analytics,Leeds,"£65,000",18 Dec 2025,N/A,Mid
1021,Data Engineer,Fenwick Insurance,Leeds,,2025-01-15,Hybrid,Junior
1272,Machine Learning Engineer,Marlowe Consulting,Sheffield,Competitive salary,08 Jan 2026,Yes,Junior
1304,Data Scientist II,Vantage Health,Birmingham,Competitive salary,13/11/2025,Yes,Graduate
387,Data Analyst,Marlowe Consulting,Edinburgh,Competitive salary,21/02/2025,Hybrid,Senior
354,Data Scientist II,Ashford Digital,Bristol,"£85,000",2026-01-11,Yes,Senior
143,Machine Learning Engineer,Grove & Co,manchester,"£75,000 - £95,000",11/05/2026,yes,Senior
768,Junior Data Scientist,Solstice Energy,Edinburgh,"£37,000",2025-04-07,Yes,
1154,Machine Learning Engineer,Ashford Digital,Manchester,Competitive salary,02/04/2026,No,Mid
1164,Data Science Intern,Fenwick Insurance,Edinburgh,,05 Nov 2025,Hybrid,
246,Junior Data Scientist,Alderly Bank,Glasgow,"£37,000",2025-07-16,,Mid
57,Analytics Consultant,Alderly Bank,Glasgow,Competitive salary,2025-08-17,N/A,
628,Business Intelligence Analyst,Orchard Media,Greater London,£83k-£103k,24/06/2025,N/A,Senior
788,Business Intelligence Analyst,Orchard Media,Birmingham,"£32,000 - £42,000",27/01/2026,,Mid
670,Data Analyst,Solstice Energy,Liverpool,£40k-£55k,24/06/2025,N/A,
10,Data Science Intern,Vantage Health,Manchester,£28k-£35k,02/12/2025,,Graduate
26,Analytics Consultant,Kestrel Logistics,manchester,"£28,000 - £35,000",30 Nov 2025,Yes,Graduate
1084,Business Intelligence Analyst,Grove & Co,Glasgow,"£28,000 - £35,000",2025-02-12,,Junior
4,Data Science Intern,Fenwick Insurance,Bristol,"£40,000 - £55,000",17/02/2025,Yes,Mid
346,Data Science Intern,BrightPath Retail,Leeds,Competitive salary,2026-04-01,Hybrid,Graduate
196,Data Science Intern,Alderly Bank,Glasgow,"£37,000",11/11/2025,Hybrid,
765,Data Analyst,Solstice Energy,Liverpool,"£40,000 - £55,000",07/04/2025,Yes,
1399,Machine Learning Engineer,Alderly Bank,LONDON,"£40,000 - £50,000",18 May 2025,No,Graduate
122,Data Scientist II,Marlowe Consulting,Bristol,"£85,000",18/01/2026,Yes,Senior
1141,Data Scientist,Marlowe Consulting,Glasgow,"£85,000",29/12/2025,yes,Senior
125,Data Analyst,Grove & Co,Leeds,Competitive salary,24 Apr 2025,Yes,Junior
1242,Analytics Consultant,Northwind Analytics,Bristol,,29 Mar 2025,Hybrid,Junior
42,Data Analyst,Fenwick Insurance,Liverpool,£28k-£35k,2026-03-19,No,Graduate
528,Insights Analyst,Marlowe Consulting,"Manchester, UK",£32k-£42k,19/12/2025,,Junior
1073,Junior Data Scientist,Vantage Health,Leeds,Competitive salary,2025-05-26,N/A,
193,Data Science Intern,Ashford Digital,Glasgow,,21/12/2025,Hybrid,Senior
1540,Data Analyst,BrightPath Retail,Birmingham,"£40,000 - £55,000",27/04/2026,N/A,Mid
926,Business Intelligence Analyst,Vantage Health,Glasgow,Competitive salary,2025-08-04,Hybrid,Mid
696,Business Intelligence Analyst,Grove & Co,Birmingham,"£28,000 - £35,000",15 Mar 2025,,Junior
168,Insights Analyst,Northwind Analytics,Edinburgh,Competitive salary,14/12/2025,Hybrid,Senior
1297,Data Engineer,Alderly Bank,Liverpool,"£65,000",29 May 2025,Yes,
1326,Analytics Consultant,Alderly Bank,Bristol,Competitive salary,2025-12-02,Hybrid,Senior
